802	71	mat
803	71	mat
804	72	mat
805	72	mat
806	72	mat
807	73	mat
808	74	mat
809	73	mat
810	72	mat
811	72	mat
812	72	mat
813	73	mat
1207	32	mat
1208	31	mat
1209	31	mat
1210	31	mat
1211	31	mat
1212	31	mat
1213	31	mat
1214	32	mat
1215	32	mat
1337	65	mat
1338	66	mat
1339	65	mat
1340	64	mat
1341	64	mat
1343	64	mat
1344	64	mat
1345	64	mat
1346	64	mat
1347	65	mat
1348	65	mat
1349	64	mat
1350	65	mat
1351	63	mat
1672	62	mat
1673	63	mat
1674	63	mat
1675	65	mat
1676	65	mat
1677	64	mat
1678	66	mat
1679	65	mat
1680	70	mat
1681	70	mat
1682	70	mat
1683	71	mat
1684	72	mat
1685	70	mat
1686	72	mat
1687	72	mat
1688	73	mat
1689	73	mat
1690	73	mat
1691	74	mat
1830	77	pat
1831	77	pat
1832	76	pat
1833	76	pat
1834	75	pat
1835	75	pat
1836	77	pat
1837	77	pat
1838	78	pat
1839	78	pat
1840	77	pat
1841	78	pat
1842	78	pat
1843	82	pat
1844	81	pat
1845	81	pat
1846	80	pat
1847	80	pat
1848	79	pat
1849	80	pat
1850	80	pat
1903	40	mat
1904	41	mat
1905	41	mat
1906	41	mat
1907	41	mat
1908	42	mat
1909	42	mat
1910	42	mat
1911	43	mat
1998	74	mat
1999	72	mat
2000	71	mat
2001	74	mat
2004	77	mat
2005	77	mat
2006	78	mat
2007	77	mat
2008	76	mat
2009	76	mat
2010	77	mat
2011	77	mat
2012	79	mat
2013	79	mat
2014	79	mat
2015	78	mat
2016	77	mat
2017	76	mat
2018	76	mat
2089	65	pat
2090	65	pat
2091	65	pat
2095	66	mat
2096	67	mat
2097	66	mat
2098	63	mat
2113	64	mat
2115	66	mat
2116	66	mat
2117	66	mat
2118	64	mat
2119	65	mat
2121	65	mat
2122	64	mat
2123	64	mat
2124	64	mat
2125	27	mat
2126	28	mat
2127	27	mat
2128	26	mat
2129	26	mat
2130	28	mat
2131	29	mat
2132	31	mat
2134	31	mat
2135	31	mat
2136	30	mat
2161	56	pat
2210	56	pat
2211	56	pat
2212	56	pat
2213	56	pat
2214	56	pat
2215	55	pat
2216	55	pat
2217	55	pat
2218	55	pat
2219	55	pat
2220	55	pat
2221	55	pat
2222	56	pat
2223	56	pat
2224	56	pat
2225	55	pat
2226	56	pat
2227	55	pat
2228	55	pat
2229	55	pat
2230	54	pat
2231	54	pat
2284	56	pat
2285	56	pat
2286	56	pat
2287	57	pat
2288	57	pat
2289	57	pat
2290	57	pat
2293	58	pat
2294	58	pat
2295	57	pat
2296	57	pat
2297	57	pat
2298	57	pat
2299	57	pat
2300	58	pat
2301	58	pat
2302	58	pat
2303	58	pat
2304	57	pat
2305	57	pat
2306	56	pat
2307	56	pat
2350	57	pat
2351	58	pat
2354	59	pat
2356	59	pat
2357	60	pat
2358	58	pat
2359	58	pat
2360	59	pat
2361	59	pat
2362	59	pat
2363	59	pat
2408	54	pat
2409	54	pat
2410	52	pat
2411	53	pat
2412	52	pat
2413	50	pat
2414	50	pat
2415	52	pat
2416	52	pat
2417	52	pat
2418	52	pat
2419	51	pat
2420	52	pat
2421	52	pat
2440	50	pat
2443	51	pat
2444	51	pat
2446	53	pat
2447	52	pat
2448	52	pat
2449	51	pat
2450	51	pat
2451	51	pat
2452	51	pat
2453	50	pat
2454	49	pat
2455	49	pat
2456	48	pat
2457	48	pat
2458	48	pat
2459	50	pat
2502	25	pat
2503	26	pat
2504	26	pat
2505	26	pat
2506	26	pat
2507	26	pat
2635	56	pat
2636	56	pat
2637	56	pat
2638	56	pat
2639	57	pat
2640	57	pat
