62	30	Mat
63	30	Mat
64	30	Mat
65	29	Mat
66	29	Mat
67	29	Mat
68	28	Mat
69	27	Mat
70	27	Mat
71	27	Mat
72	27	Mat
73	25	Mat
74	25	Mat
75	25	Mat
76	25	Mat
508	26	Mat
509	26	Mat
510	26	Mat
511	26	Mat
512	26	Mat
513	26	Mat
514	28	Mat
515	27	Mat
516	27	Mat
517	27	Mat
518	26	Mat
525	28	Mat
526	28	Mat
527	27	Mat
528	27	Mat
529	27	Mat
530	25	Mat
531	24	Mat
532	24	Mat
533	24	Mat
534	23	Mat
535	25	Mat
536	23	Mat
537	23	Mat
987	24	Mat
988	24	Mat
989	25	Mat
990	25	Mat
991	24	Mat
992	24	Mat
993	24	Mat
994	24	Mat
995	24	Mat
996	24	Mat
997	24	Mat
998	23	Mat
999	23	Mat
1000	24	Mat
1001	24	Mat
1002	24	Mat
1003	24	Mat
1004	23	Mat
1005	24	Mat
1006	24	Mat
1007	24	Mat
1048	27	Mat
1049	27	Mat
1050	27	Mat
1051	26	Mat
1052	26	Mat
1053	26	Mat
1054	26	Mat
1055	26	Mat
1056	26	Mat
1057	26	Mat
1058	26	Mat
1059	25	Mat
1060	25	Mat
1061	25	Mat
1062	25	Mat
1063	25	Mat
1064	26	Mat
1065	26	Mat
1066	26	Mat
1067	27	Mat
1068	28	Mat
1742	32	Mat
1743	32	Mat
1744	32	Mat
1745	32	Mat
1746	32	Mat
1747	32	Mat
1749	32	Mat
1750	32	Mat
1751	32	Mat
1752	32	Mat
1753	32	Mat
1754	32	Mat
1755	32	Mat
1756	35	Mat
1757	36	Mat
1758	38	Mat
1759	38	Mat
1995	33	Mat
1996	33	Mat
1997	32	Mat
1998	32	Mat
1999	32	Mat
2000	31	Mat
2001	30	Mat
2002	30	Mat
2003	29	Mat
2004	29	Mat
2005	29	Mat
2006	30	Mat
2007	30	Mat
2008	30	Mat
2009	30	Mat
2010	30	Mat
2011	31	Mat
2012	32	Mat
2013	31	Mat
2014	31	Mat
2015	30	Mat
2092	24	Mat
2093	24	Mat
2094	24	Mat
2095	24	Mat
2096	23	Mat
2097	23	Mat
2098	23	Mat
2099	24	Mat
2100	24	Mat
2101	24	Mat
2102	24	Mat
2103	24	Mat
2104	24	Mat
2105	24	Mat
2106	24	Mat
